Company,Job Title,Status,Publishing Date,Salary,Location,Job Description
IC Resources,Programme Manaager,Permanent,15/07/2024,£70k-90k,"Aldershot, England, United Kingdom","This is an exciting opportunity for a Senior Programme Manager to join a growing business in the Satellite Communications space. You will take responsibility for managing the R&D projects which will incorporate hardware, software and ASIC design teams. In addition to the internal requirements, you will also play a crucial part in the communication between the business and the European Space Agency, therefore, previous experience working with ESA or a similar body is crucial. This role offers the successful Senior Programme Manager an exciting opportunity to work at the forefront of satellite communication technology and lead projects that make a real difference in connecting the world. This position offers an attractive benefits package and a base salary of circa £85,000 which will be based on experience. Requirements: Proven project management experience in the semiconductor, space or satellite communications industry. Experience managing PMO's Experience working with ESA is preferred Proficiency in project management tools. PMP certification or equivalent preferred. If you are interested in discussing this Senior Programme Manager position further, please contact Emily Jones."
IC Resources,Senior RF Design Engineer,Freelance,15/07/2024,Unknown,"Greater Manchester, United Kingdom","IC Resources is working with a client who is looking for RF design engineers to join their team on a contract basis. Onsite - North East/West UK Outside IR35 3-6-month contract with possible extension Experience needed Strong background in microwave design DFM Line-up analyses, tolerance and yield analysis Experience using RF Design tools is mandatory Experience with High frequencies and Microwave frequency converters If you would be interested in this contract, or know someone who would be a good fit then please get in contact with Max Martin."
IC Resources,Project Manager,Permanent,15/07/2024,£70k-90k,"Reading, England, United Kingdom","I am currently seeking an experienced Project Manager to join a leading innovator in the development of mixed-signal products. This is a Staff-level position with in the business and will take sole responsibility for the end to end project management for their silicon development. This Project Manager position will offer you an attractive salary, plus stock options and a bonus as well as other benefits as well as the opportunity to be part of a growing, global business in the Semiconductor space. Responsibilities Solve problems, remove roadblocks, and proactively search out and address risks or weaknesses to ensure projects meet quality standards and are completed on time and within budget. Provide leadership for mixed-signal product projects by working with multi-functional silicon development teams to meet both internal and customer commitments. Responsible for end-to-end project planning and meticulous execution management to improve project execution certainty. Represent the collective engineering team in communications with internal and external partners. Enable communication and transparency to ensure alignment at all levels of the organisation. Experience Proven experience in project management, particularly in ASIC or mixed-signal products Strong leadership skills with the ability to manage cross-functional teams. Excellent problem-solving abilities and a proactive approach to identifying and addressing potential issues. Exceptional communication skills, both verbal and written, with the ability to represent engineering teams to internal and external stakeholders. Experience in developing and deploying standard methodologies to enhance program performance. A track record of driving continuous improvement and managing changes into standard practices. If you are interested in discussing this position in more detail, please contact Emily Jones."
IC Resources,C++ Tools Software Engineer,Permanent,15/07/2024,£70k-90k,"Cambridge, England, United Kingdom","Senior C++ Performance Software Engineer £70,000 - £90,000 + Bonus & healthcare! My client is a multinational Semiconductor scale-up, focused on AI acceleration architectures. Their performance team is expanding and looking to bring on a Senior C++ Performance Software Engineer to develop and maintain various tools used for functional and performance analysis and debugging. They are looking for someone to collaborate with multi-site teams to make data-driven decisions within the company. You will also develop, test and verify reference compute compute library for proprietary NPU ISA. What's required? Strong C++ and Python Development experience Knowledge of processor architectures - GPU, CPU or NPU Knowledge of Machine Learning and ML hardware accelerators Experience developing compute libraries If you are a Senior C++ Performance Software Engineer looking for an exciting opportunity within a growing organisation, please apply to learn more! If you are interested in this or other software opportunities across the UK, please contact Jack Bird."
BCT Resourcing,Governance Administrator,Freelance,15/07/2024,£300-350,"London, England, United Kingdom","Job Title: Governance AdministratorDuration: 3-6 months to permanentRate/Salary: £300-350 per day inside IR35Location: London/home based (4 days in office per week/1 day home working)The Role:This is an opportunity to be a key member of a small Governance, Risk and Compliance (GRC) team, working closely with the Director of Risk and Compliance (DRC) to support the GRC team on a range of governance, risk and compliance administrative tasks, with the potential for role to broaden.Support the Chair of the Board, its committees as well as the chairs of management committees and working groups in the performance of their duties (as detailed in their Terms of Reference). This includes collating agendas, distributing meeting papers, plus some minute taking.Liaise with executive and non-executive directors to set up Board, committee and working group meetings.Support Chair and INEDS on meeting days.Organising Board/staff dinners.Track actions from Board, Committee and working group meetings.Coordinate the reviewing and updating of policies and procedures.Maintain the policies and procedures repository + other GRC related SharePoint folders.Daily review and allocation of emails in GRC inbox.Experience RequiredPrevious experience of working in or supporting a Governance, Risk or Compliance function.Recent Insurance industry experience is a MUST, Lloyd's Insurance highly advantageous.Ability to interact at management level with effective verbal and written communication.Detail-oriented with a commitment to accuracy.Proactive problem-solving skills; desire to build efficient processes and to challenge the status quo.Excellent organisational skills and ability to multi-task.If the above role would be of interest and you fit all following criteria, please apply online for consideration.Please note that sponsorship cannot be offered for this role and notice periods of only 1 month or shorter can be considered. #LI-PB1"
IC Resources,Python Developer - Fintech,Freelance,15/07/2024,£500-600,"London, England, United Kingdom","FinTech - Python Developer (Contract)- 6month initial term Role Overview: Seeking a highly skilled Python Developer with experience in the FinTech industry to drive the development of our clients FinTech platform. You will play a crucial role in designing, implementing, and maintaining Python-based applications to solve complex business challenges and drive operational efficiency. Responsibilities: Design, develop, and maintain scalable Python-based applications and microservices for our fintech platform. Collaborate with cross-functional teams including data scientists, engineers, and business stakeholders to understand project requirements and translate them into technical solutions. Utilise Python libraries and frameworks such as NumPy, Pandas, SciPy, and scikit-learn to perform data manipulation, statistical analysis, and machine learning tasks. Optimise code for performance, scalability, and maintainability, ensuring adherence to coding standards and best practices. Requirements: Proven experience as a Python Developer specifically in the FinTech industry. Deep understanding of Python programming language and its libraries/frameworks Solid understanding of financial concepts and products, including banking, lending, investing, and insurance If you're a good fit, please apply. If you are interested in similar contract opportunities, please get in touch with Jonathan Courtney."
IC Resources,DDR ASIC Design Engineer,Permanent,15/07/2024,£75k-150k,"Dresden, Saxony, Germany","DDR ASIC Design Engineer - Innovative Memory Technology - Dresden An innovative technology company are looking for an ASIC Design Engineer with expertise in DDR to join their team in Dresden. This is a fantastic opportunity for an Engineer with experience working on memory controllers to join a company that are pushing the boundaries of the field. Key skills for the DDR ASIC Design Engineer position include: Experience working on DDR 2, 3 or 4. Experience working on memory controllers. Involvement in several complex ASIC design projects. Knowledge of a common hardware description language (EG: Verilog or SystemVerilog). An understanding of JEDEC specifications is a plus. Experience working on verification, synthesis, STA or DFT is a benefit. If you are interested in finding out more about this opportunity, please contact Lucy Edmondson."
IC Resources,Senior DFT Engineer,Permanent,15/07/2024,£75k-110k,"Aldershot, England, United Kingdom","Senior DFT Engineer - Leading Satcoms Technology - Office based in Hampshire and Hybrid-Working Policy An exciting opportunity for a Senior DFT Engineer to join a leading satellite communications company based in Hampshire. In this role, you would play a key part in developing a SoCs through the complete life cycle. The DFT and Back-End Team is split across several locations, so hybrid & remote working are a possibility. Key skills for this role: A strong track record in DFT gained across several successful ASIC projects. DFT experience including architecture specification, implementation, test pattern development and verification. Knowledge about industrial standards and practices in DFT, including ATPG, JTAG, and MBIST. An understanding or RTL design and verification is a plus. Experience working on SoC projects is beneficial. If you are keen to find out more, or apply for this position, please contact Lucy Edmondson."
IC Resources,Senior Verification Engineer,Permanent,15/07/2024,£75k-100k,"Brunswick, Lower Saxony, Germany","Senior Verification Engineer - Lower Saxony - leading optical communications company A global leader in opto-electronic applications for industrial, optical communications, aerospace and defence, life sciences, semiconductor and consumer market and offices in multiple countries is looking for a Senior Verification Engineer for one of their design centres in Northern Germany. The Senior Verification Engineer will contribute to the development of high-speed System-on-Chip devices in latest CMOS technology for industry-leading optical products including transceivers, transponders and ROADM products. The successful Senior Verification Engineer has the following skills and qualifications: Master’s degree (Dipl.-Ing.) or PhD in electrical engineering or computer science Minimum 5 years of experience in ASIC development Expertise in verification methodologies & tools Strong knowledge of UVM Excellent programming skills in hardware description languages (e.g. SystemVerilog) Good programming skills in scripting languages (e.g. Python, Perl, Tcl) Excellent written and verbal communication skills in English For more information and to apply, please contact Lucy Edmondson."
IC Resources,Embedded Software Engineers - Automotive,Permanent,15/07/2024,£65k-85k,"Dortmund, North Rhine-Westphalia, Germany","Embedded Software Engineers are sought by this leading automotive sensor and semiconductor provider to be based at their R+D Centre in Dortmund. The Embedded Software Engineers will be working as part of a small team developing embedded software at hardware interface (bare metal) in C for low power, low memory usage systems for the automotive industry. The Embedded Software Engineers will be happy developing software for pressure sensors, ultrasound, light control and light calibration (RGB-LED) for safety critical automotive applications. Having successfully completed your technical studies (MSc, BSc Computer Science, Electronic Engineer, Computing etc. or equiv.) you will currently be developing embedded software at hardware interface in C and Assembler for automotive or aerospace applications. You will be familiar with ARM Cortex, have some experience or knowledge of automotive bus systems (CAN, LIN, FlexRay etc.) and be happy working in a resource restricted environment. Any exposure to Autosar, Automotive-Spice, ISO26262 would also be beneficial. Applicants need to be living and fully authorised to work in the EU. The successful applicants can expect a first-class salary and package. You will also benefit from a very friendly working environment and on-going career development opportunities. Flexible working is also on offer as is relocation assistance to Dortmund where needed. Take the first step to joining this extremely successful organisation, contact Adrian Wagstaff on +44 1189 840948 or send him your CV."
IC Resources,Senior SoC Digital Design Engineer,Permanent,15/07/2024,£65k-95k,"Brunswick, Lower Saxony, Germany","Senior SoC Digital Design Engineer - Lower Saxony - Leading Optical Communications Company A global leader in opto-electronic applications for industrial, optical communications, aerospace and defence, life sciences, semiconductor and consumer market and offices in multiple countries is looking for a Senior SoC Digital IC Design Engineer for one of their design centres in Northern Germany. The Senior SOC Digital Design Engineer will contribute to the development of high-speed System-on-Chip devices in latest CMOS technology for industry-leading optical products including transceivers, transponders and ROADM products. Your responsibilities as Senior SoC Digital IC Design Engineer will include the following: Collaborate with the chip architect on the definition of design requirements Create micro-architecture specifications Implement digital circuits for advanced CMOS technology nodes Implement low power IP designs Collaborate with Physical Design and Verification Engineers The successful Senior SoC Digital IC Design Engineer has the following skills and qualifications: Master’s degree (Dipl.-Ing.) or PhD in electrical engineering or computer science Minimum 5 years of experience in digital ASIC design Excellent programming skills in hardware description languages (e.g. SystemVerilog) Good programming skills in scripting languages (e.g. Python, Perl, Tcl) Expertise in verification methodologies & tools (e.g. UVM) would be a plus Excellent written and verbal communication skills in English For more information and to apply, please contact Lucy Edmondson."
IC Resources,Digital IP Design Engineer,Permanent,15/07/2024,£50k-85k,"Bristol, England, United Kingdom","ASIC Design Engineer (Digital IP) – Senior/Staff Level Bristol, UK This is a superb opportunity to join one of the world’s leading semiconductor companies as a Digital IP Design Engineer. You will join a leading player in wireless earbud, headset and smart speaker market. You will be joining a successful engineering department whose deliveries can be found in billions of Bluetooth and Voice and Music products worldwide. Based in their bustling Bristol office, this role offers a Staff Engineer position in Digital IP Design working alongside System architects, Analog, Verification, Validation and Software teams. This is an onsite position, and you will be required to be in a commutable distance to Bristol or happy to relocate to the City. Required Competencies SoC level design and IP Integration Experience. Strong scripting and automation skills using Python, Perl or equivalent are essential. Knowledge of mixed signal design and verification techniques. Familiarity with the Arm AMBA/AXI specifications or other bus protocols. RTL design in System Verilog and expert digital design knowledge. Expert in debugging design issues reported in simulation or formal verification. As a top company you can expect an excellent base salary, stock and a performance related bonus. They also offer a stock purchase scheme, enhanced parental leaves and global well-being days! Amongst many more! If you are interested in the opportunity, please contact Rachel Mason at IC Resources for a more detailed discussion."
BCT Resourcing,Actuarial Manager,Permanent,15/07/2024,Unknown,"London, England, United Kingdom","Actuarial Manager- Technical Actuary to join BPA BusinessLondonLong standing and reputable BPA provider in their search for a technical pensions actuary to join their post-sale actuarial function of their PRT business in a technical actuarial/systems development role | London based.Company client is working with a long standing and reputable BPA provider in their search for a technical pensions actuary to join their post-sale actuarial function- part of their PRT business, in a technical actuarial/systems development role. Within this post-sale actuarial function, you will provide actuarial input into the design of the testing framework surrounding a new tool being developed to calculate member options. This role requires the successful candidate to apply actuarial techniques to ensure the cost neutrality of all options, incorporating GMP equalisation and work closely with colleagues across other PRT teams. Role requirements: * FIA qualified. * Strong experience in a technical DB actuarial role and / or system development. * Excellent knowledge of Defined Benefit pension schemes with a background in pensions consulting or a rival BPA provider.This is a fantastic opportunity to join a long-standing bulk annuity provider in a highly technical role with the chance to have significant impact in the future success of the business. This business has a fantastic reputation and an ethos that promotes work-life balance, a supportive and collaborative culture and internal mobility across the wider business."
IC Resources,Senior Embedded Software Engineer Firmware,Permanent,15/07/2024,£65k-75k,"Delft, South Holland, Netherlands","A Senior Embedded Software Engineer is sought by this leading developer of embedded satellite navigation software to be based at their R+D Centre in Delft. The Senior Embedded Software Engineer will be working as part of a team developing embedded firmware and software at bare metal level and under RTOS in C and C++. The Senior Embedded Software Engineer will be working with Hardware Engineers, Embedded Software Engineers and application-level Software Engineers to deliver best-in-class GNSS firmware solutions. You will be a motivated, experienced Firmware Engineer who has a real interest in emerging technology. Your background will include strong C and C++ skills gained in an embedded firmware and bare metal development environment. You will be happy working at microcontroller level and preferably you will have some knowledge of Matlab and Python. Any exposure to GNSS, NB-IOT, LORA, BLE or GPS would also be beneficial. Awaiting the successful application is a vibrant work environment where you will have the opportunity to work on cutting-edge wireless communications technology. You can also expect a very attractive basic salary, a full benefit package, flexible working opportunities and career progression. For more information, please contact Adrian Wagstaff on +44 1189 840948 or email your CV."
IC Resources,Lead Cloud SW Engineer - Security,Permanent,15/07/2024,£60k-85k,"Cork, Ireland","Global tech giant is looking to hire a Lead Cloud Software Engineer to join their expanding cloud services development group, with the goal of building a team located in Cork. The focus of this team will be to build highly scalable and reliable security services and elements within their AWS cloud services. You will be an integral part of an international team, based in multiple locations, involved in design, development, documentation, testing, integration, and debugging issues. This is a lead role, so they are looking to hire someone who has experience of taking responsibility for design & architectural decisions, and other technical lead duties within this growing team. Key skills/ experience required: Proven track record in the architecture, development & implementation of scalable cloud platforms Expertise in AWS cloud services (experience in GCP or Azure would also be considered) Demonstrable experience with cloud security protocols (authentication, identity management) Strong programming skills in Kotlin and Java (C++ and Python is also useful) Experience with container technologies (Docker, Kubernetes) Server-side technologies, web services (REST) and micro-services Relational and/or NoSQL database systems such as Oracle Database, MySQL, Amazon DynamoDB Front-end web technologies like HTML, CSS, JavaScript/TypeScript, React/Angular. Software automation experience for testing and deployments Experience of applied cryptography and secure systems You will be working as part of a global team, so good communication skills are essential. This is a hybrid role, located in Cork. Relocation assistance is also on offer, as part of an excellent benefits package. Great opportunity to take a lead role in a growing team! If you are interested, please contact Matt Andrews for further info!"
IC Resources,Senior Embedded Software Engineer,Permanent,15/07/2024,£70k-83k,"Ulm, Baden-Württemberg, Germany","A Senior Software Engineer is sought by this developer of optical sensors for LiDAR and ADAS applications to be based at their R+D Centre in Ulm. The Senior Software Engineer will be responsible for the development of real time embedded software in C and C++ targeting Linux, AutoSAR and ARM architectures. The Senior Software Engineer will be developing embedded software and image / signal processing algorithms for emerging LiDAR systems aimed at fully autonomous driving. Having completed your technical education, you will have a successful, post graduate track record developing embedded real time software under Linux / RTOS in C and C++. Preferably you should have some knowledge of image or digital signal processing and any exposure to developing software at bare-metal / hardware interface would be beneficial. The successful candidate can expect a salary circa €70000 - €83000 depending on experience, extensive benefits, hybrid / flexible working, a rewarding working environment and on-going career development opportunities. To apply for this position contact Adrian Wagstaff on +44 1189 840948 or email your CV."
IC Resources,Power Electronics Test Engineer,Permanent,15/07/2024,£30k-60k,"Modena, Emilia-Romagna, Italy","An excellent opportunity has become available for a Power Electronics Test Engineer to join a worldwide electronics company that focuses on the development of innovative technology in the field of power electronics. As a Power Electronics Test Engineer you will have a number of responsibilities that include; Define and develop test plans Power electronics testing Create and maintain test documentation Test development To be considered for the Power Electronics Test Engineer vacancy you must have: A degree in electronics (ideally 100/110 grade) Good knowledge of AC/DC and DC/DC converters and inverter An understanding of EMC safety standards Good experience with Python/C++/C# Experience with electronics testing If you have interest in applying to the Power Electronics Test Engineer vacancy or would like further information, please contact Roberta Wright."
IC Resources,Principal Signal Integrity/Power Integrity Engineer,Permanent,15/07/2024,£70k-120k,Unknown,"A global technology company is seeking a Principal Signal Integrity/ Power Integrity Engineer to join their growing team based in Munich. As a Principal Signal Integrity / Power Integrity Engineer, you will have a number of core responsibilities that include: SI and PI Simulation IC Package and PCB analysis Thermal analysis Customer support To be considered for the Principal Signal Integrity/ Power Integrity Engineer opportunity you must have: Strong experience running signal integrity and power integrity simulations Familiarity with DDR, LPDDR, or PCIE A strong understanding of IC Packaging and high-speed PCBs Experience with thermal analysis. If you would like further information about the Principal Signal Integrity/ Power Integrity Engineer opportunity or have an interest in applying, please contact Roberta Wright."
IC Resources,RF Test Engineer,Permanent,15/07/2024,£35k-65k,"Chelmsford, England, United Kingdom","A wireless communications company based in Essex is seeking a RF Test Engineer to join their team. As a RF Test Engineer you will have a number of responsibilities that include; RF testing Automated test development Supporting reliability testing Analysing test performance Develop test solutions for ICs and PCBs To be considered for the RF Test Engineer vacancy you must have: Experience with Python Experience with RF test and measurement equipment PCB debugging and test experience Understanding of RF circuitry Good electronics knowledge You must hold a valid driving license to apply for this position. If you have interest in applying to the RF Test Engineer vacancy or would like further information, please contact Roberta Wright."
IC Resources,Test Development Engineer - Optoelectronics,Permanent,15/07/2024,£50k-80k,Unknown,"An opportunity has become available for a Test Development Engineer to join an opto-electronic semiconductor company based in Berlin. As a Test Development Engineer you will have a number of responsibilities that include; Optoelectronic testing Test automation (in either Python, MATLAB or C) Build and release new test stations for mass production Create bench level test setups and debug any isses Characterise test stations Work closely with Product Designers and DfT Engineers To be considered for the Test Development Engineer vacancy you must have: Prior experience in a related position/field (min 3 years outside of Masters) Background in Optoelectronic testing (ideally transceivers) Python or MATLAB for test development Experience calibrating test equipment If you have interest in applying to the Test Development Engineer vacancy or would like further information, please contact Roberta Wright."
IC Resources,Validation Engineer - Quantum,Permanent,15/07/2024,£40k-80k,"Delft, South Holland, Netherlands","An opportunity has become available for a Validation Engineer to join a growing quantum computing company based in Delft. As a Validation Engineer you will have a number of responsibilities that include; Validate RF, mmWave and quantum components/devices Create, maintain and improve cryogenic test setups Characterise superconducting circuits Automate and develop tests To be considered for the Validation Engineer vacancy you must have: A strong background in electronics/physics/quantum Experience with Python Experience with RF/mmWave circuits/measurement Hands-on testing experience Any experience with superconducting circuits is highly advantageous. If you have interest in applying to the Validation Engineer vacancy or would like further information, please contact Roberta Wright."
IC Resources,Circuit Design Manager,Permanent,15/07/2024,£80k-120k,"Delft, South Holland, Netherlands","I am recruiting a Circuit Design Manager to lead a team near The Hague region, overseeing the development of a wide range of semiconductor products. I am looking for an exceptionally motivated and proactive leader with the ability to drive dynamic design engineering teams. You should possess outstanding technical, managerial, and communication skills, with the role offering substantial exposure and opportunities for career advancement. Responsibilities will include but are not limited to: Lead and inspire top engineering teams through recruitment and motivation. Foster a positive work environment and manage a cross-functional IC Design team focused on precision timing solutions. Utilise extensive technical expertise to formulate strategies for overcoming challenges and seizing opportunities. Identify and address shortcomings in products and processes, implementing optimal procedures. Make strategic product-level decisions covering testability, manufacturing, cost, applications, and support features. Collaborate with cross-functional teams to design chips with DFT and DFM for rapid production release. Partner with Customers, Marketing, and Sales to define products, roadmaps, and schedules. Manage engineers to achieve customer, schedule, and budget goals. Drive additional projects based on changing business needs. If you would like to know more information about this opportunity, please contact Parm Shergill."
IC Resources,Analog Mixed Signal IC Manager,Permanent,15/07/2024,£80k-110k,"Paris, France","I am recruiting for a Analog Mixed-Signal IC Design Manager to join a reputable organisation in France who are looking for an experienced individual who can manage and grow the current engineering team. Responsibilities will include but are not limited to: Manage a team of engineers overseeing design from concept to production. Lead cross-functional collaboration. Ensure high-volume production meets quality and reliability standards. Develop and implement methodologies for \""first-time-right\"" products. Communicate with stakeholders and report development progress. This role requires a track record of leading cross-functional engineering teams and a background in analog mixed-signal IC design and development. Hybrid working is available from various offices in France, and individuals must be able to speak English at a business professional level. Please contact Parm Shergill for more information"
IC Resources,Product Manager - Voice/Audio,Permanent,15/07/2024,£60k-90k,"Bristol, England, United Kingdom","Product Manager – Voice/Audio Exciting opportunity for an experienced Product Manager to work with a fabless semiconductor company headquartered in the UK. The successful Product Manager will play a pivotal role defining, delivering and introducing voice, edge and device AI products to the market. You will drive product development in a fast evolving market to continue with the companies on-going success and growth within voice enabled applications and markets. Suitable candidates will have a minimum of 3 years' experience within an technical engineering and product management role, ideally within the semiconductor industry. You will have a strong technical background and qualifications, and experience within voice and/or audio technology would be highly advantageous. You will be home based, ideally in the UK, with occasional travel to the office. Requirements: Degree qualified within Electronics, Electrical Engineering, Computer Science or related subject Proven product management experience within the semiconductor/electronics industry Embedded/IoT/Edge AI Market experience would be highly advantageous Experience with voice or audio solutions would be a plus Strong communication skills and be comfortable presenting to customers and holding technical conversations Mature individual with an entrepreneurial spirit and influencing skills For more information please do not hesitate to get in with Dave Sharman."
IC Resources,Senior Field Application Engineer - Power Electronics,Permanent,15/07/2024,£70k-100k,"Bologna, Emilia-Romagna, Italy","Field Application Engineer – Power Electronics - Italy Field Application Engineer with Power Electronics experience required for a growing semiconductor manufacturer who are based in Italy. The successful candidate will ideally have previous FAE experience and proven design/technical expertise within power electronics such as Motor Drives, DC/DC, AC/DC, SMPS, Inverters etc. For senior candidates, this role could take full responsibility for the FAE team. This role will involve working closely with the sales team and global customers. This is a hybrid role (ideally 3 days in the office/2 days from home) and you would be expected to travel, although this would not be extensive. This position comes with a competitive salary, bonus, company car and benefits package. Field Application Engineer Requirements: Degree qualified in Electronics/Electrical Engineering Power Semiconductor experience is a must (high voltage being preferable) Knowledge and design/application experience with GaN and/or SiC power devices is a plus. Knowledge of various markets such as Automotive/Electric Vehicles/Energy Storage/Telecoms/Server Good understanding of different topologies (Half/Full Bridge, PFC, Inverter and Resonant circuit such as LLC/PSFB, wireless power transfer) Excellent communication skills and ability to hold technical presentations internally and externally Fluent in English Flexible with a willingness to travel globally For more information on this exciting opportunity, please do not hesitate to get in touch with Dave Sharman"
IC Resources,Physical Design Engineer,Permanent,15/07/2024,£95k-140k,"La Tène, Switzerland","A fantastic new opportunity for a Digital Physical Design Engineer to join a world-leading Semiconductor company based in beautiful Switzerland. Our client are well-known experts in low-power integrated circuit design for a whole host of application areas, ranging from automotive, consumer, communications and avionics. They have grown year on year, and now seek an experienced Digital Physical Design Engineer / Digital Backend Design Engineer to join their team in the French-speaking region of Switzerland. As the Digital Physical Design Engineer here you will be responsible for Static Timing Analysis, Place & Route and Physical Verification of ICs. You will take ownership for the defining the physical constraints of implemented blocks, as well as floorplanning, logic placement, Clock Tree Synthesis and timing optimisation. Requirements include.. A degree (Bachelors, Masters or PhD) in microelectronics or similar A solid understanding of the full RTL-GDSII flow Several years’ experience working in Digital Physical Design / Digital Backend Design Expertise in: Static Timing Analysis (STA) Place & Route (P&R) Floorplanning Physical verification You will need to speak fluent English, and have a great team work ethic. Our client is a very friendly, welcoming company, which encourages ideas and innovation, and rewards achievement. For more information on this role or others then please contact Jordan Browne."
BCT Resourcing,MI Analyst,Permanent,15/07/2024,£25k-35k,"London, England, United Kingdom","MI AnalystCity of London£25,000 - £35,000 per annumThe below job requirement is an overview and not an exhaustive list of responsibilities.Collaborating with your Line Manager, you will develop your own objectives but focus on all the following and more:Reporting and DashboardsDevelop and maintain regular and ad-hoc reports, in a timely and accurate manner, using appropriate reporting tools and softwareDesign visually appealing dashboards and interactive visualisations to effectively communicate complex information in a clear and understandable mannerTranslating and transitioning existing MI suites onto business accepted BI Tools to establish standardised reporting across multiple platforms.Data Interpretation and Insights:Analyse data to identify key performance indicators (KPIs) and metrics that align with organizational goalsProvide actionable insights and recommendations based on data analysis to drive operational improvements and strategic decision-makingCollaborate with stakeholders and cross-functional teams to understand their analytical needs and translate them into meaningful reports and analysesData Quality and Process Improvement:Establish and maintain data quality standards, ensuring consistency, accuracy, and completeness of dataIdentify areas for process improvement and optimisation in data collection, analysis, and reporting.Who We Are Looking For:This is an opportunity for an upcoming MI Analyst, ideally with experience from an insurance or financial services environment, who is willing to work as part of a team and manage stakeholders at all levels. We are looking for someone has:Proficiency in data analysis tools and software (e.g., SQL, Excel, Power BI, Qlik, etc.)Solid understanding of data visualisation techniques and best practicesThis is an opportunity for a individual whom wants to be part of a highly skilled MI team with strong communication and presentation skills across all mediums and can tailor information to their audience.You will need to have excellent attention to detail with a focus on accuracy and quality whilst being able to work at a fast pace without compromising on quality. #LI-PB1"
BCT Resourcing,ServiceNow Technical Architect - London,Permanent,15/07/2024,£80k-105k,"London, England, United Kingdom","ServiceNow Technical Architect | FTSE250 LondonCompany client exclusively engaged with a FTSE-250 business on their search for a ServiceNow Architect to join their team based out of their central London office. This is a great opportunity to join an organisation of significant scale that is on a digital transformation journey, in what is an important role for the organisation as they build and manage services which are critical to their business operations success.The ideal candidate will have solid experience in a ServiceNow Architecture and Development and will be self-motivated, with a proven track record of working with ITSM technologies. In addition, you'll be organised and analytical, adept at working in a team environment, and able to handle multiple priorities in a fast-paced environment. We're looking for someone who is passionate about delivering the highest standard of IT support, with a genuine interest in technology and its application and use in the business, as well as customer oriented with a desire to learn and develop a career in technical service delivery. With a focus on ServiceNow road mapping, they use the extensive ServiceNow suite to help their customers/users recognise and make real their business challenges. As a ServiceNow SME, the customer/user experience is essential; you will work with the product owner at a strategic level providing clear insights into how ServiceNow is central to their solutions.What you'll be doing * Manage the continual service improvement backlog, with a fortnightly measure on progress and deliverable elements. * Ensure the continual service improvement backlog is constantly groomed to show the priority of tasks against the value they bring. * Ensure that there is a reliable mechanism and process to allow for the configuration/customisation of the Service Now system, including creating workflows, UI, client scripts, business rules and asset discovery. * Create and deliver technical roadmaps with the Product Owner. * Ensure there is a constant delivery of prioritised and set work for both requests from all areas of the business. * Ensure there is an automated and improving approach to allow for frictionless service requests from customer requirements including requests, request items and tasks using workflows -to manage data flows from the customer to the support teams providing the service. * Utilise scripting tools and ServiceNow functionality to create automate tasks within ServiceNow. * Ensure active integrations with existing tooling, such as SNOW, Finesse and SAP Success Factors are monitored and improved upon to develop the most concise picture of our assets, support picture and colleagues. * Responsibility for the management, integration to and content of the CMDB utilising ServiceNow discovery and ACC-V. * Knowledge management, utilisation, and measurement. * Provision of Technical and Service report writing and dashboard creation for team leads to drive down Incidents and see visible trends. * Perform integrations and process automation using ServiceNow capabilities, ensuring that ServiceNow remains the focus point and linking tool to other departments backlogs, and tooling to allow for frictionless integration and collaboration.Key Skills & Experience * 5+ years development experience within ServiceNow. * Ability to adapt and handle a constantly changing flow of support calls and walk-up technical assistance. * Flexible and willing to work outside of the core hours if necessary. * Demonstrable expert knowledge and skills to create capabilities to drive Self-service and automation. (Service Portal, Orchestration, Integration Hub). * Experience with automating users in the Onboarding/ Offboarding within Active Directory & SAP SuccessFactors. * Conversational integrations. WhatsApp etc. * ServiceNow implementation and development experience in ITSM modules (Incident, Problem, Change, Service Catalogue/ Request Fulfilment, CMDB & Asset/Procurement). * Strong ITBM (SPM) knowledge to drive automation and efficiency within the PMO function. * Strong Asset Management experience to drive governance, audit, and expenditure forecasts. * Designing and developing custom applications from start to finish. * Expertise with the Common Service Data Model.Technical Skills & Experience * ServiceNow Certified Implementation Specialist (in 3 product suites) * Delivered 3+ End-to-End Projects on the ServiceNow platform. * Experience as a technical resource working on the development of ServiceNow solutions (essential) * ITSM, CSM, ITOM, SPM, and Integration Hub Experience. * Experience with REST API, SOAP & JSON. * Scripting knowledge in JavaScript, HTML, Angular.JS, CSS and bootstrap. * Integrations with third parties desirable (AzureDevOps, Intercom, AlertMedia, MS Teams, Intune) * Experience with web technologies (XML, HTML, and Web Services). * Experience in implementing ServiceNow Self-Service Portals * Strong knowledge of utilising Flow Designer and Integration Hub to execute spokes and Powershell scripts over the MID Server to drive automation.What's on offer: * £80,000 - £105,000 annual salary. * 20% bonus. * Pension scheme: 5% personal, 10% business * Private Medical and Dental Insurance * Gym Membership * Life assurance, four-times basic salary. * ShareSave Scheme * Employee Canteer - Free Lunch and Subsidised Breakfast * Plus much more."
